X;Y;week;year
19.1253931764998;69.8580601529008;44;2012
19.1253931764998;69.8580601529008;42;2012
19.1253931764998;69.8580601529008;6;2013
19.1253931764998;69.8580601529008;3;2013
19.1253931764998;69.8580601529008;10;2013
19.1253931764998;69.8580601529008;29;2013
19.1253931764998;69.8580601529008;30;2013
19.8876712427908;69.8204688424418;52;2012
25.1398191669404;69.4748847030115;4;2013
25.1398191669404;69.4748847030115;27;2013
25.1398191669404;69.4748847030115;26;2013
25.1398191669404;69.4748847030115;28;2013
26.6084932772931;69.3502577826966;26;2013
26.6084932772931;69.3502577826966;30;2013
26.6084932772931;69.3502577826966;24;2012
27.3367496362468;69.2837442547978;32;2013
27.3367496362468;69.2837442547978;24;2012
27.3367496362468;69.2837442547978;25;2013
28.0607719278037;69.2144642885396;31;2013
28.0607719278037;69.2144642885396;35;2013
28.7804326542998;69.1424439829365;26;2013
28.7804326542998;69.1424439829365;20;2013
28.7804326542998;69.1424439829365;25;2013
28.7804326542998;69.1424439829365;27;2013
28.7804326542998;69.1424439829365;28;2013
28.7804326542998;69.1424439829365;24;2013
29.4956105510159;69.0677100967858;25;2013
29.4956105510159;69.0677100967858;23;2012
29.4956105510159;69.0677100967858;39;2012
29.4956105510159;69.0677100967858;27;2013
29.4956105510159;69.0677100967858;26;2012
29.4956105510159;69.0677100967858;19;2013
29.4956105510159;69.0677100967858;20;2013
29.4956105510159;69.0677100967858;21;2013
29.4956105510159;69.0677100967858;24;2013
29.4956105510159;69.0677100967858;27;2012
29.4956105510159;69.0677100967858;26;2013
29.4956105510159;69.0677100967858;38;2013
29.4956105510159;69.0677100967858;32;2013
29.4956105510159;69.0677100967858;28;2013
18.2570514607128;69.6227726602181;51;2012
18.2570514607128;69.6227726602181;46;2012
18.2570514607128;69.6227726602181;3;2013
18.2570514607128;69.6227726602181;6;2013
18.2570514607128;69.6227726602181;1;2013
18.2570514607128;69.6227726602181;2;2013
18.2570514607128;69.6227726602181;7;2013
19.0125653877565;69.5886462788939;41;2012
19.0125653877565;69.5886462788939;51;2012
19.0125653877565;69.5886462788939;36;2013
19.0125653877565;69.5886462788939;37;2013
19.0125653877565;69.5886462788939;42;2012
19.0125653877565;69.5886462788939;43;2012
19.0125653877565;69.5886462788939;38;2013
19.0125653877565;69.5886462788939;45;2012
19.0125653877565;69.5886462788939;45;2013
19.0125653877565;69.5886462788939;52;2012
19.0125653877565;69.5886462788939;50;2012
19.0125653877565;69.5886462788939;49;2012
19.0125653877565;69.5886462788939;48;2012
19.0125653877565;69.5886462788939;46;2012
19.0125653877565;69.5886462788939;35;2013
19.0125653877565;69.5886462788939;32;2013
19.0125653877565;69.5886462788939;25;2013
19.0125653877565;69.5886462788939;44;2012
19.0125653877565;69.5886462788939;4;2013
19.0125653877565;69.5886462788939;47;2012
19.0125653877565;69.5886462788939;6;2013
19.0125653877565;69.5886462788939;16;2013
19.0125653877565;69.5886462788939;15;2013
19.0125653877565;69.5886462788939;14;2013
19.0125653877565;69.5886462788939;13;2013
19.0125653877565;69.5886462788939;12;2013
19.0125653877565;69.5886462788939;11;2013
19.0125653877565;69.5886462788939;10;2013
19.0125653877565;69.5886462788939;9;2013
19.0125653877565;69.5886462788939;2;2013
19.0125653877565;69.5886462788939;39;2013
19.0125653877565;69.5886462788939;5;2013
19.0125653877565;69.5886462788939;43;2013
19.0125653877565;69.5886462788939;1;2013
19.0125653877565;69.5886462788939;3;2013
19.0125653877565;69.5886462788939;47;2013
19.0125653877565;69.5886462788939;20;2013
19.0125653877565;69.5886462788939;8;2013
19.0125653877565;69.5886462788939;41;2013
19.0125653877565;69.5886462788939;44;2013
19.0125653877565;69.5886462788939;21;2013
19.0125653877565;69.5886462788939;52;2013
19.0125653877565;69.5886462788939;30;2013
19.0125653877565;69.5886462788939;42;2013
19.0125653877565;69.5886462788939;7;2013
19.0125653877565;69.5886462788939;33;2013
19.765726802587;69.5515615240186;29;2013
19.765726802587;69.5515615240186;44;2012
20.5163546685418;69.5115336780357;47;2012
20.5163546685418;69.5115336780357;9;2013
20.5163546685418;69.5115336780357;31;2013
20.5163546685418;69.5115336780357;30;2013
21.2642721818164;69.468579110347;28;2013
25.6855495096574;69.1504352820066;27;2013
25.6855495096574;69.1504352820066;26;2013
26.4099459739573;69.087535772682;5;2013
27.1303953160382;69.0218752298492;21;2012
27.1303953160382;69.0218752298492;24;2012
27.1303953160382;69.0218752298492;20;2013
27.1303953160382;69.0218752298492;39;2012
27.1303953160382;69.0218752298492;13;2012
27.1303953160382;69.0218752298492;22;2012
27.1303953160382;69.0218752298492;39;2013
27.1303953160382;69.0218752298492;23;2013
27.1303953160382;69.0218752298492;24;2013
27.1303953160382;69.0218752298492;27;2013
27.1303953160382;69.0218752298492;35;2013
27.1303953160382;69.0218752298492;38;2013
27.1303953160382;69.0218752298492;31;2012
27.1303953160382;69.0218752298492;40;2013
27.1303953160382;69.0218752298492;3;2013
27.1303953160382;69.0218752298492;18;2013
27.1303953160382;69.0218752298492;42;2012
27.1303953160382;69.0218752298492;41;2012
27.1303953160382;69.0218752298492;40;2012
27.1303953160382;69.0218752298492;28;2012
27.1303953160382;69.0218752298492;25;2013
27.8467675392886;68.9534781054339;12;2013
27.8467675392886;68.9534781054339;32;2013
28.5589384721961;68.8823695414806;29;2013
28.5589384721961;68.8823695414806;24;2013
28.5589384721961;68.8823695414806;26;2013
17.4075877118563;69.3836556546396;9;2013
18.1562054724054;69.352918710884;29;2013
18.1562054724054;69.352918710884;42;2013
18.1562054724054;69.352918710884;28;2013
18.1562054724054;69.352918710884;32;2013
18.1562054724054;69.352918710884;33;2013
18.9027414008397;69.3192475940085;30;2012
18.9027414008397;69.3192475940085;52;2012
18.9027414008397;69.3192475940085;44;2012
18.9027414008397;69.3192475940085;4;2013
18.9027414008397;69.3192475940085;11;2013
18.9027414008397;69.3192475940085;43;2013
18.9027414008397;69.3192475940085;42;2013
18.9027414008397;69.3192475940085;12;2013
18.9027414008397;69.3192475940085;7;2013
18.9027414008397;69.3192475940085;10;2013
18.9027414008397;69.3192475940085;5;2013
18.9027414008397;69.3192475940085;24;2013
18.9027414008397;69.3192475940085;3;2013
18.9027414008397;69.3192475940085;8;2013
18.9027414008397;69.3192475940085;20;2013
18.9027414008397;69.3192475940085;43;2012
18.9027414008397;69.3192475940085;51;2012
18.9027414008397;69.3192475940085;49;2012
18.9027414008397;69.3192475940085;6;2013
18.9027414008397;69.3192475940085;14;2012
18.9027414008397;69.3192475940085;48;2012
19.6470174040434;69.2826559010575;35;2013
19.6470174040434;69.2826559010575;50;2012
19.6470174040434;69.2826559010575;40;2012
19.6470174040434;69.2826559010575;42;2012
19.6470174040434;69.2826559010575;43;2012
19.6470174040434;69.2826559010575;44;2012
19.6470174040434;69.2826559010575;47;2012
19.6470174040434;69.2826559010575;1;2013
19.6470174040434;69.2826559010575;2;2013
19.6470174040434;69.2826559010575;20;2012
19.6470174040434;69.2826559010575;37;2013
19.6470174040434;69.2826559010575;34;2013
19.6470174040434;69.2826559010575;44;2013
19.6470174040434;69.2826559010575;39;2013
19.6470174040434;69.2826559010575;41;2013
19.6470174040434;69.2826559010575;38;2013
19.6470174040434;69.2826559010575;52;2012
19.6470174040434;69.2826559010575;20;2013
19.6470174040434;69.2826559010575;4;2012
19.6470174040434;69.2826559010575;45;2012
19.6470174040434;69.2826559010575;48;2012
19.6470174040434;69.2826559010575;6;2013
19.6470174040434;69.2826559010575;42;2013
19.6470174040434;69.2826559010575;5;2013
19.6470174040434;69.2826559010575;51;2012
19.6470174040434;69.2826559010575;3;2013
19.6470174040434;69.2826559010575;46;2012
19.6470174040434;69.2826559010575;47;2013
19.6470174040434;69.2826559010575;7;2013
19.6470174040434;69.2826559010575;10;2013
19.6470174040434;69.2826559010575;11;2013
19.6470174040434;69.2826559010575;49;2012
19.6470174040434;69.2826559010575;43;2013
20.3888591098074;69.2431583068035;27;2013
20.3888591098074;69.2431583068035;24;2012
20.3888591098074;69.2431583068035;42;2012
20.3888591098074;69.2431583068035;40;2013
20.3888591098074;69.2431583068035;6;2013
20.3888591098074;69.2431583068035;21;2013
20.3888591098074;69.2431583068035;30;2013
20.3888591098074;69.2431583068035;39;2013
20.3888591098074;69.2431583068035;33;2013
20.3888591098074;69.2431583068035;9;2013
21.1280961116683;69.2007705336225;22;2013
21.1280961116683;69.2007705336225;35;2013
21.1280961116683;69.2007705336225;24;2013
25.499830601901;68.8867542339228;26;2012
26.2164404110262;68.8246563639299;30;2012
26.2164404110262;68.8246563639299;21;2013
26.2164404110262;68.8246563639299;42;2013
26.2164404110262;68.8246563639299;36;2013
26.2164404110262;68.8246563639299;20;2013
26.2164404110262;68.8246563639299;10;2013
26.2164404110262;68.8246563639299;39;2013
26.2164404110262;68.8246563639299;40;2012
26.2164404110262;68.8246563639299;19;2012
26.2164404110262;68.8246563639299;20;2012
26.2164404110262;68.8246563639299;39;2012
26.2164404110262;68.8246563639299;29;2012
26.2164404110262;68.8246563639299;33;2012
26.2164404110262;68.8246563639299;21;2012
26.9292490536327;68.7598276814465;29;2012
26.9292490536327;68.7598276814465;28;2013
26.9292490536327;68.7598276814465;37;2013
26.9292490536327;68.7598276814465;38;2013
26.9292490536327;68.7598276814465;41;2013
26.9292490536327;68.7598276814465;10;2013
26.9292490536327;68.7598276814465;17;2012
26.9292490536327;68.7598276814465;21;2012
26.9292490536327;68.7598276814465;22;2012
26.9292490536327;68.7598276814465;28;2012
26.9292490536327;68.7598276814465;17;2013
26.9292490536327;68.7598276814465;30;2012
26.9292490536327;68.7598276814465;26;2012
26.9292490536327;68.7598276814465;26;2013
26.9292490536327;68.7598276814465;7;2013
26.9292490536327;68.7598276814465;25;2013
26.9292490536327;68.7598276814465;20;2012
26.9292490536327;68.7598276814465;23;2013
26.9292490536327;68.7598276814465;24;2013
26.9292490536327;68.7598276814465;25;2012
26.9292490536327;68.7598276814465;32;2013
27.6381301181266;68.6922917408543;7;2013
27.6381301181266;68.6922917408543;31;2013
27.6381301181266;68.6922917408543;13;2013
27.6381301181266;68.6922917408543;34;2013
27.6381301181266;68.6922917408543;35;2013
27.6381301181266;68.6922917408543;36;2013
27.6381301181266;68.6922917408543;20;2013
27.6381301181266;68.6922917408543;4;2013
27.6381301181266;68.6922917408543;5;2013
27.6381301181266;68.6922917408543;39;2013
27.6381301181266;68.6922917408543;42;2013
27.6381301181266;68.6922917408543;38;2012
27.6381301181266;68.6922917408543;44;2013
27.6381301181266;68.6922917408543;41;2013
27.6381301181266;68.6922917408543;8;2013
27.6381301181266;68.6922917408543;10;2013
27.6381301181266;68.6922917408543;11;2013
27.6381301181266;68.6922917408543;12;2013
27.6381301181266;68.6922917408543;26;2013
27.6381301181266;68.6922917408543;19;2013
27.6381301181266;68.6922917408543;1;2013
27.6381301181266;68.6922917408543;24;2013
27.6381301181266;68.6922917408543;37;2013
27.6381301181266;68.6922917408543;30;2013
27.6381301181266;68.6922917408543;43;2013
27.6381301181266;68.6922917408543;23;2012
27.6381301181266;68.6922917408543;24;2012
27.6381301181266;68.6922917408543;35;2012
27.6381301181266;68.6922917408543;8;2012
27.6381301181266;68.6922917408543;19;2012
27.6381301181266;68.6922917408543;33;2013
27.6381301181266;68.6922917408543;2;2012
27.6381301181266;68.6922917408543;20;2012
27.6381301181266;68.6922917408543;1;2012
27.6381301181266;68.6922917408543;27;2012
27.6381301181266;68.6922917408543;44;2012
27.6381301181266;68.6922917408543;48;2012
27.6381301181266;68.6922917408543;50;2012
27.6381301181266;68.6922917408543;43;2012
27.6381301181266;68.6922917408543;42;2012
27.6381301181266;68.6922917408543;41;2012
27.6381301181266;68.6922917408543;40;2012
27.6381301181266;68.6922917408543;30;2012
28.3429626876472;68.6220727709254;31;2013
28.3429626876472;68.6220727709254;30;2012
28.3429626876472;68.6220727709254;45;2012
28.3429626876472;68.6220727709254;23;2013
15.833360764886;69.1653495100354;6;2013
15.833360764886;69.1653495100354;52;2012
15.833360764886;69.1653495100354;44;2012
17.3182325757835;69.1134244887946;29;2013
17.3182325757835;69.1134244887946;31;2012
17.3182325757835;69.1134244887946;35;2013
18.0580186219174;69.0830933711417;8;2012
18.7958041016328;69.049865479272;1;2013
18.7958041016328;69.049865479272;7;2013
18.7958041016328;69.049865479272;21;2012
19.5314175085265;69.0137538730332;23;2013
19.5314175085265;69.0137538730332;34;2013
19.5314175085265;69.0137538730332;21;2012
19.5314175085265;69.0137538730332;34;2012
19.5314175085265;69.0137538730332;41;2012
19.5314175085265;69.0137538730332;44;2012
19.5314175085265;69.0137538730332;42;2012
19.5314175085265;69.0137538730332;25;2013
19.5314175085265;69.0137538730332;22;2013
19.5314175085265;69.0137538730332;45;2012
19.5314175085265;69.0137538730332;33;2013
20.9954597456;68.9329369198137;5;2013
20.9954597456;68.9329369198137;21;2013
20.9954597456;68.9329369198137;42;2013
20.9954597456;68.9329369198137;23;2013
20.9954597456;68.9329369198137;25;2013
20.9954597456;68.9329369198137;26;2013
20.9954597456;68.9329369198137;39;2013
20.9954597456;68.9329369198137;24;2013
20.9954597456;68.9329369198137;22;2013
20.9954597456;68.9329369198137;38;2013
20.9954597456;68.9329369198137;25;2012
20.9954597456;68.9329369198137;29;2012
20.9954597456;68.9329369198137;48;2012
20.9954597456;68.9329369198137;28;2012
20.9954597456;68.9329369198137;24;2012
20.9954597456;68.9329369198137;23;2012
20.9954597456;68.9329369198137;21;2012
20.9954597456;68.9329369198137;1;2013
20.9954597456;68.9329369198137;4;2013
21.7235639096904;68.8882627691345;26;2013
26.0277920770708;68.5616272823276;34;2012
26.0277920770708;68.5616272823276;21;2012
26.0277920770708;68.5616272823276;28;2013
26.0277920770708;68.5616272823276;26;2013
26.7331218205378;68.4976100682773;38;2013
26.7331218205378;68.4976100682773;42;2012
27.4346665377682;68.4309143945344;37;2013
27.4346665377682;68.4309143945344;24;2012
27.4346665377682;68.4309143945344;28;2012
27.4346665377682;68.4309143945344;40;2013
27.4346665377682;68.4309143945344;31;2013
27.4346665377682;68.4309143945344;9;2013
27.4346665377682;68.4309143945344;25;2012
27.4346665377682;68.4309143945344;38;2013
28.1323084929795;68.3615636179513;19;2013
28.1323084929795;68.3615636179513;24;2013
15.0278332642476;68.9157693508413;8;2013
15.7637606626802;68.894479260967;43;2013
16.4982775863224;68.8702974576856;5;2013
16.4982775863224;68.8702974576856;36;2012
16.4982775863224;68.8702974576856;47;2012
16.4982775863224;68.8702974576856;45;2013
16.4982775863224;68.8702974576856;42;2013
16.4982775863224;68.8702974576856;41;2013
16.4982775863224;68.8702974576856;9;2013
16.4982775863224;68.8702974576856;4;2013
16.4982775863224;68.8702974576856;11;2013
17.2312104223664;68.8432333477643;43;2012
17.2312104223664;68.8432333477643;48;2012
17.2312104223664;68.8432333477643;46;2012
17.2312104223664;68.8432333477643;45;2012
17.2312104223664;68.8432333477643;41;2012
17.2312104223664;68.8432333477643;5;2013
17.2312104223664;68.8432333477643;4;2013
17.2312104223664;68.8432333477643;1;2013
17.2312104223664;68.8432333477643;51;2012
17.2312104223664;68.8432333477643;10;2013
17.962388102192;68.8132974074092;34;2012
17.962388102192;68.8132974074092;43;2013
18.6916423547275;68.7805011611755;31;2013
18.6916423547275;68.7805011611755;33;2013
18.6916423547275;68.7805011611755;10;2012
18.6916423547275;68.7805011611755;46;2012
19.4188079489266;68.744857158974;21;2013
19.4188079489266;68.744857158974;34;2013
19.4188079489266;68.744857158974;24;2013
19.4188079489266;68.744857158974;22;2012
19.4188079489266;68.744857158974;33;2013
19.4188079489266;68.744857158974;16;2012
19.4188079489266;68.744857158974;25;2012
19.4188079489266;68.744857158974;21;2012
19.4188079489266;68.744857158974;41;2012
19.4188079489266;68.744857158974;42;2012
19.4188079489266;68.744857158974;45;2012
19.4188079489266;68.744857158974;25;2013
20.1437229245632;68.7063789512767;27;2013
21.586170830715;68.6209789636032;50;2012
21.586170830715;68.6209789636032;2;2013
22.3033980948071;68.574089041258;24;2013
22.3033980948071;68.574089041258;20;2012
23.0177637770897;68.5244285683209;20;2013
23.0177637770897;68.5244285683209;39;2013
23.0177637770897;68.5244285683209;20;2012
23.7291252793488;68.4720156711282;27;2013
23.7291252793488;68.4720156711282;46;2012
23.7291252793488;68.4720156711282;45;2012
23.7291252793488;68.4720156711282;43;2012
23.7291252793488;68.4720156711282;18;2013
23.7291252793488;68.4720156711282;50;2012
23.7291252793488;68.4720156711282;40;2012
23.7291252793488;68.4720156711282;36;2012
23.7291252793488;68.4720156711282;19;2012
23.7291252793488;68.4720156711282;20;2012
23.7291252793488;68.4720156711282;44;2012
23.7291252793488;68.4720156711282;49;2012
23.7291252793488;68.4720156711282;35;2013
23.7291252793488;68.4720156711282;20;2013
23.7291252793488;68.4720156711282;14;2013
23.7291252793488;68.4720156711282;16;2013
23.7291252793488;68.4720156711282;8;2013
23.7291252793488;68.4720156711282;6;2013
23.7291252793488;68.4720156711282;48;2012
23.7291252793488;68.4720156711282;52;2012
23.7291252793488;68.4720156711282;2;2013
24.4373443797302;68.4168692965082;20;2012
24.4373443797302;68.4168692965082;4;2013
24.4373443797302;68.4168692965082;5;2013
24.4373443797302;68.4168692965082;43;2013
24.4373443797302;68.4168692965082;48;2012
24.4373443797302;68.4168692965082;50;2012
24.4373443797302;68.4168692965082;7;2013
24.4373443797302;68.4168692965082;49;2012
27.2361925791866;68.1693547483884;25;2013
27.2361925791866;68.1693547483884;29;2013
27.2361925791866;68.1693547483884;23;2013
27.2361925791866;68.1693547483884;28;2012
27.9267880531132;68.1008514801403;37;2012
27.9267880531132;68.1008514801403;25;2013
27.9267880531132;68.1008514801403;28;2013
14.9686113951495;68.6446813720674;12;2013
15.6959634688633;68.6236669794405;15;2013
15.6959634688633;68.6236669794405;38;2013
16.4219593238306;68.5997976663867;26;2013
16.4219593238306;68.5997976663867;28;2013
17.146431848732;68.5730824719961;8;2013
17.146431848732;68.5730824719961;44;2013
17.146431848732;68.5730824719961;44;2012
17.146431848732;68.5730824719961;5;2013
17.146431848732;68.5730824719961;29;2013
17.146431848732;68.5730824719961;30;2013
17.146431848732;68.5730824719961;11;2013
17.146431848732;68.5730824719961;42;2012
17.146431848732;68.5730824719961;43;2012
18.590150629227;68.5111557217313;25;2012
22.1616078018516;68.3073614995;44;2012
22.1616078018516;68.3073614995;43;2012
22.8682113580742;68.2583235808693;39;2012
22.8682113580742;68.2583235808693;5;2013
22.8682113580742;68.2583235808693;35;2013
22.8682113580742;68.2583235808693;29;2013
22.8682113580742;68.2583235808693;23;2013
22.8682113580742;68.2583235808693;7;2013
22.8682113580742;68.2583235808693;27;2013
22.8682113580742;68.2583235808693;10;2013
23.5719212816077;68.2065647220271;42;2012
23.5719212816077;68.2065647220271;20;2013
23.5719212816077;68.2065647220271;24;2013
23.5719212816077;68.2065647220271;28;2013
23.5719212816077;68.2065647220271;35;2013
23.5719212816077;68.2065647220271;39;2013
23.5719212816077;68.2065647220271;27;2013
23.5719212816077;68.2065647220271;34;2013
24.2726037149812;68.1521031702618;28;2013
24.2726037149812;68.1521031702618;22;2012
24.2726037149812;68.1521031702618;43;2012
24.2726037149812;68.1521031702618;24;2013
24.2726037149812;68.1521031702618;23;2013
24.2726037149812;68.1521031702618;33;2013
24.2726037149812;68.1521031702618;27;2012
24.2726037149812;68.1521031702618;10;2013
24.2726037149812;68.1521031702618;45;2012
24.2726037149812;68.1521031702618;31;2013
24.2726037149812;68.1521031702618;25;2013
24.2726037149812;68.1521031702618;23;2012
24.9701290500004;68.0949579360657;28;2013
24.9701290500004;68.0949579360657;26;2013
27.042532439302;67.9076209967629;27;2013
27.7262220177542;67.8399452377227;22;2013
29.7544596467994;67.6215398810208;8;2013
29.7544596467994;67.6215398810208;12;2013
29.7544596467994;67.6215398810208;40;2012
14.1907723713364;68.3915770647018;5;2013
14.1907723713364;68.3915770647018;44;2012
14.1907723713364;68.3915770647018;6;2013
14.1907723713364;68.3915770647018;12;2013
14.1907723713364;68.3915770647018;3;2013
14.9109073260417;68.3736579727084;52;2012
14.9109073260417;68.3736579727084;48;2012
14.9109073260417;68.3736579727084;15;2012
14.9109073260417;68.3736579727084;45;2012
14.9109073260417;68.3736579727084;41;2012
14.9109073260417;68.3736579727084;12;2013
14.9109073260417;68.3736579727084;30;2013
14.9109073260417;68.3736579727084;19;2013
14.9109073260417;68.3736579727084;6;2013
14.9109073260417;68.3736579727084;5;2013
14.9109073260417;68.3736579727084;2;2013
14.9109073260417;68.3736579727084;26;2013
14.9109073260417;68.3736579727084;37;2013
16.3475890430972;68.3293472584203;29;2013
16.3475890430972;68.3293472584203;23;2013
16.3475890430972;68.3293472584203;30;2013
16.3475890430972;68.3293472584203;31;2013
17.0638119498051;68.3029720083459;23;2013
17.0638119498051;68.3029720083459;24;2012
17.7784105605807;68.2737960737589;22;2012
18.4912286521238;68.2418301077736;32;2013
23.4185900359679;67.9410364544498;43;2013
23.4185900359679;67.9410364544498;40;2013
23.4185900359679;67.9410364544498;21;2013
23.4185900359679;67.9410364544498;30;2012
23.4185900359679;67.9410364544498;39;2013
23.4185900359679;67.9410364544498;26;2013
23.4185900359679;67.9410364544498;36;2013
23.4185900359679;67.9410364544498;4;2013
23.4185900359679;67.9410364544498;40;2012
23.4185900359679;67.9410364544498;44;2012
23.4185900359679;67.9410364544498;37;2013
23.4185900359679;67.9410364544498;41;2012
23.4185900359679;67.9410364544498;6;2013
23.4185900359679;67.9410364544498;26;2012
